,Entity_id,related_from,related_to_entity_id,related_to_term
800,9,tumor,10,intra
801,9,tumor,11,suprasellar location
802,107,erlotinib,106,daily
803,107,erlotinib,108,150–200
804,107,erlotinib,109,mg
805,107,erlotinib,110,daily
806,111,toxicity,107,erlotinib
807,114,erlotinib,112,weekly
808,114,erlotinib,113,high-dose
809,114,erlotinib,115,2000
810,114,erlotinib,116,mg
811,122,erlotinib,120,1500
812,122,erlotinib,121,mg
813,122,erlotinib,123,weekly
814,124,plasma concentration,125,"11,300"
815,13,erlotinib,12,daily
816,13,erlotinib,14,150
817,13,erlotinib,15,mg
818,130,erlotinib,128,high dose
819,130,erlotinib,129,weekly
820,134,erlotinib,133,daily
821,137,erlotinib,135,high-dose
822,137,erlotinib,136,weekly
823,137,erlotinib,138,1000
824,137,erlotinib,139,mg
825,137,erlotinib,140,1200
826,137,erlotinib,141,mg
827,142,nausea,137,erlotinib
828,146,MRI,145,brain
829,157,erlotinib,154,1500
830,157,erlotinib,155,mg
831,157,erlotinib,156,weekly
832,159,intra-thoracic disease,160,cetixumab
833,159,intra-thoracic disease,161,erlotinib
834,161,erlotinib,162,continued
835,161,erlotinib,163,low dose
836,161,erlotinib,164,100
837,161,erlotinib,165,mg
838,161,erlotinib,166,daily
839,168,disease,160,cetixumab
840,168,disease,161,erlotinib
841,168,disease,167,CNS
842,2,NSCLC,1,stage IV
843,2,NSCLC,3,carboplatin
844,2,NSCLC,4,paclitaxel
845,24,erlotinib,23,resumed
846,31,lesion,28,biopsy
847,31,lesion,30,lung
848,46,metastases,45,CNS
849,48,imaging,47,negative
850,51,temozolomide,50,initiated
851,52,erlotinib,53,150
852,52,erlotinib,54,mg
853,52,erlotinib,55,daily
854,57,disease,51,temozolomide
855,57,disease,52,erlotinib
856,57,disease,56,CNS
857,59,headaches,60,worsened
858,64,metastases,63,CNS
859,66,Magnetic resonance imaging,68,brain
860,67,MRI,68,brain
861,81,right panel,83,positive control
862,82,arrow,83,positive control
863,92,erlotinib,93,150
864,92,erlotinib,94,mg
865,92,erlotinib,95,daily
866,92,erlotinib,96,3000
867,97,CSF concentrations,100,low
868,99,TKIs,100,low
869,99,TKIs,101,1
870,99,TKIs,102,%
871,101,leukocyte,102,250
872,101,leukocyte,103,Cell/uL
873,104,protein,105,2
874,104,protein,106,g/L
875,107,urobilinogen,108,70
876,107,urobilinogen,109,umol/L.
877,111,red blood cell,112,4+
878,111,red blood cell,113,/HP
879,114,white blood cell,115,1+
880,114,white blood cell,116,/HP
881,118,T-SPOT result,119,positive
882,12,pyrazinamide,14,1500
883,12,pyrazinamide,15,mg/d
884,121,mycobacterium TB on sputum,122,positive
885,123,Acid fast stain test,125,negative
886,124,sputum smear,125,negative
887,127,computed tomography,126,Chest
888,128,CT,126,Chest
889,129,infiltrates,128,CT
890,129,infiltrates,130,upper lobe
891,129,infiltrates,131,lung
892,13,PZA,14,1500
893,13,PZA,15,mg/d
894,134,enlargement,135,mediastinal lymph nodes
895,137,fluid,136,Abdominal ultrasound
896,137,fluid,138,liver
897,137,fluid,139,spleen
898,140,Serologic markers,141,negative
899,143,viral hepatitis,142,acute or chronic
900,147,Peripheral blood film,149,negative
901,148,culture,149,negative
902,151,smear,153,negative
903,152,medulloculture,153,negative
904,154,antituberculosis drugs,155,discontinued
905,161,immune globulin,160,intravenous
906,173,platelet counts,174,risen
907,175,INH,176,200
908,175,INH,177,mg/d
909,175,INH,178,intravenously
910,18,platelet (PLT) count,19,0.4
911,18,platelet (PLT) count,20,109
912,18,platelet (PLT) count,21,/L
913,180,liver function tests,182,normal
914,181,platelet counts,182,normal
915,184,CT,183,chest
916,186,hydrothorax,184,CT
917,187,pericardial effusion,184,CT
918,188,INH,189,300
919,188,INH,190,mg/d
920,192,levofloxacin,193,500
921,192,levofloxacin,194,mg/d
922,195,streptomycin,196,"7,50,000"
923,201,CT,200,chest
924,23,Epistaxis,24,symptomatic treatment
925,35,jaundice,34,mild
926,35,jaundice,36,sclera
927,39,heart rate,40,132
928,39,heart rate,41,/min
929,4,isoniazid,6,300
930,43,breath sounds,42,weak
931,45,prothrombin time,46,seconds
932,45,prothrombin time,47,normal
933,48,international normalized ratio,49,1.53
934,48,international normalized ratio,50,normal
935,51,fibrinogen,52,1.13
936,51,fibrinogen,53,g/L
937,51,fibrinogen,54,normal
938,57,PLT,58,normal
939,59,white blood cell,61,48.38
940,59,white blood cell,62,normal
941,60,WBC,61,48.38
942,60,WBC,62,normal
943,63,hemoglobin,64,65
944,63,hemoglobin,65,g/L
945,63,hemoglobin,66,normal
946,67,total bilirubin,68,30.8
947,67,total bilirubin,69,normal
948,70,direct bilirubin,71,16.6
949,70,direct bilirubin,72,umol/L
950,70,direct bilirubin,73,normal
951,74,aspartate aminotransferase,75,75
952,74,aspartate aminotransferase,76,U/L
953,74,aspartate aminotransferase,77,normal
954,78,alanine aminotransferase,79,293
955,78,alanine aminotransferase,80,U/L
956,78,alanine aminotransferase,81,normal
957,82,lactate dehydrogenase,83,380
958,82,lactate dehydrogenase,84,U/L
959,82,lactate dehydrogenase,85,normal
960,86,serum urea nitrogen,87,13.01
961,86,serum urea nitrogen,88,normal
962,89,C-reactive protein,90,16.7
963,9,ethambutol,10,750
964,9,ethambutol,11,mg/d
965,91,complement,92,3
966,91,complement,93,normal
967,94,complement,95,4
968,94,complement,96,normal
969,98,blood cell,100,Cell/uL
970,98,blood cell,99,>330
971,102,ultrasound,101,Neck
972,103,pathological lesions,102,ultrasound
973,106,nonfunctioning tumor,105,PC
974,109,ultrasound,108,neck
975,109,ultrasound,110,normal
976,12,nodule,14,thyroid lobe
977,15,enlarged,16,neck
978,15,enlarged,17,lymph nodes
979,19,ultrasound,18,Neck
980,2,nodule,1,thyroid
981,2,nodule,3,neck
982,2,nodule,5,Doppler ultrasound scan
983,21,hypoechoic nodule,19,ultrasound
984,21,hypoechoic nodule,22,thyroid lobe
985,24,nodules,19,ultrasound
986,24,nodules,23,thyroid
987,26,enlarged,27,cervical
988,26,enlarged,28,lymph nodes
989,29,Thyroid function tests,30,normal
990,32,autoantibodies,31,thyroid
991,33,Serum calcium,34,normal
992,33,Serum calcium,35,9.7
993,33,Serum calcium,36,mg/dl
994,33,Serum calcium,37,normal
995,39,serum calcium,42,elevated
996,39,serum calcium,43,pg/mL
997,41,surgery,40,thyroid
998,44,PTH,45,normal
999,44,PTH,46,pg/mL
1000,54,follicular lesions,53,thyroid
1001,57,exploration,56,neck
1002,64,invasion,65,thyroid tissue
1003,64,invasion,66,cervical soft tissues
1004,67,thyroglobulin,68,negative
1005,72,tumor,73,PC
1006,74,serum calcium,75,8.7
1007,74,serum calcium,76,mg/dl
1008,74,serum calcium,80,normal
1009,77,phosphate,78,3
1010,77,phosphate,79,mg/dl
1011,77,phosphate,80,normal
1012,8,follicular lesion,7,FNAC
1013,82,serum calcium,84,9.6
1014,82,serum calcium,85,mg/dL
1015,82,serum calcium,86,47
1016,82,serum calcium,87,pg/mL
1017,83,plasma PTH,84,9.6
1018,83,plasma PTH,85,mg/dL
1019,83,plasma PTH,86,47
1020,83,plasma PTH,87,pg/mL
1021,89,ultrasound,88,Neck
1022,89,ultrasound,91,negative
1023,90,total body computed tomography scan,88,Neck
1024,90,total body computed tomography scan,91,negative
1025,93,serum calcium,95,9.1–9.2
1026,93,serum calcium,96,mg/dl
1027,94,plasma PTH levels,95,9.1–9.2
1028,94,plasma PTH levels,96,mg/dl
1029,97,PTH 3rd generation assay,100,pg/mL
1030,97,PTH 3rd generation assay,98,normal
1031,97,PTH 3rd generation assay,99,8–40
1032,10,squamous cell carcinoma in situ,8,biopsy
1033,12,tumor,11,total resection
1034,15,proliferation of atypical squamous cells,13,Histopathological study
1035,15,proliferation of atypical squamous cells,14,resected
1036,2,tumor,1,buttock
1037,32,Sebaceous carcinoma,33,superficial reticular dermis
1038,4,tumor,7,buttock
1039,47,sebaceous carcinoma,46,adipophilin
1040,5,hyperkeratosis,7,buttock
1041,9,Bowen’s disease,8,biopsy
1042,15,tumor cells,16,strongly positive
1043,17,S-100 protein,16,strongly positive
1044,3,cough,2,chronic
1045,31,mass,29,CT scan
1046,31,mass,32,left lower lobe
1047,33,nodules,29,CT scan
1048,33,nodules,34,lungs
1049,36,sarcoma,35,needle biopsy
1050,53,tumor cells,54,positive
1051,55,S-100 protein,54,positive
1052,58,CD68,57,positive
1053,62,CD1a,61,positive
1054,64,cytokeratin,63,negative
1055,65,epithelial membrane antigen,63,negative
1056,66,CD3,63,negative
1057,67,CD20,63,negative
1058,68,HMB45,63,negative
1059,7,nodules,6,computed tomographic (CT) scan
1060,7,nodules,8,lungs
1061,9,thoracoscopic lung biopsy,10,right upper lobe
1062,101,normetanephrine,102,202
1063,101,normetanephrine,103,μg/24 h
1064,104,total metanephrine,105,259
1065,104,total metanephrine,106,μg/24 h
1066,11,blood pressure,12,159/119
1067,11,blood pressure,13,mm Hg
1068,113,ejection fraction,112,preserved
1069,118,tumor suppressor gene,119,arm of chromosome 3
1070,14,pulse,15,123
1071,14,pulse,16,bpm
1072,17,systolic murmur,18,irradiation
1073,17,systolic murmur,19,axilla
1074,2,VHL,1,type IIb
1075,20,pulmonary rales,18,irradiation
1076,22,sinus tachycardia,21,Electrocardiography
1077,24,N-terminal pro-brain natriuretic peptide,23,elevated
1078,26,X-ray,25,chest
1079,27,pulmonary interstitial edema,26,X-ray
1080,29,decompensated heart failure,28,acute
1081,31,dilated,32,left ventricle
1082,34,ejection fraction,33,severely depressed
1083,37,mitral regurgitation,36,mild
1084,38,paroxysmal dyspnea,39,treatment
1085,38,paroxysmal dyspnea,40,β-blockers
1086,38,paroxysmal dyspnea,41,diuretics
1087,49,mass,48,renal
1088,50,urine laboratory tests,51,elevated
1089,57,epinephrine,56,normal
1090,58,norepinephrine,60,μg
1091,61,epinephrine,62,13
1092,61,epinephrine,63,μg
1093,64,catecholamines,65,658
1094,64,catecholamines,66,μg
1095,67,normetanephrine,68,"2,988"
1096,7,hemangioblastomas,5,spinal
1097,7,hemangioblastomas,6,cerebellar
1098,70,total metanephrine,71,"3,013"
1099,70,total metanephrine,72,μg
1100,70,total metanephrine,73,"0-1,000"
1101,75,cystic masses,74,abdominal MRI
1102,75,cystic masses,76,hypochondrium
1103,78,masses,77,Surgical resection
1104,78,masses,79,α-blockade
1105,78,masses,80,phenoxybenzamine
1106,78,masses,81,β-blockade
1107,78,masses,82,propranolol
1108,86,blood pressure,88,normalized
1109,86,blood pressure,89,124/77
1110,86,blood pressure,90,mm Hg
1111,86,blood pressure,91,78
1112,86,blood pressure,92,bpm
1113,87,heart rate,88,normalized
1114,87,heart rate,89,124/77
1115,87,heart rate,90,mm Hg
1116,87,heart rate,91,78
1117,87,heart rate,92,bpm
1118,95,norepinephrine,96,69
1119,95,norepinephrine,97,μg/24 h
1120,98,total catecholamine,100,μg/24 h
1121,98,total catecholamine,99,221
1122,1,UC,2,mesalazine
1123,13,erythematous vesiculobullous centrifugal expansion,14,back
1124,13,erythematous vesiculobullous centrifugal expansion,15,hand
1125,13,erythematous vesiculobullous centrifugal expansion,16,antibiotics
1126,18,lesion,17,Biopsy
1127,26,examination,25,skin
1128,27,erythematous plaque,26,examination
1129,27,erythematous plaque,29,hand
1130,27,erythematous plaque,30,wrist
1131,31,infiltrated erythematous plaque,32,leg
1132,31,infiltrated erythematous plaque,34,ankle
1133,33,pustule,34,ankle
1134,38,Hepatic and renal functions,39,normal
1135,41,biopsy,40,Skin
1136,46,leukocytoclastic vasculitis,47,PG
1137,48,biopsies,50,ankle
1138,49,erythematous plaques,48,biopsies
1139,49,erythematous plaques,50,ankle
1140,5,painful erythematous swelling,2,mesalazine
1141,5,painful erythematous swelling,6,back
1142,5,painful erythematous swelling,7,hand
1143,52,edema,53,superficial dermis
1144,59,prednisolone,58,started
1145,59,prednisolone,60,/Kg/j
1146,62,plaques,61,treatment
1147,19,protein,21,normalized
1148,2,cirrhosis,1,liver
1149,25,metastasis,23,imaging studies
1150,25,metastasis,24,LN
1151,25,metastasis,26,resection
1152,25,metastasis,27,HCC
1153,28,AFP level,29,increased
1154,28,AFP level,30,780.2
1155,28,AFP level,31,ng/ml
1156,32,lobular lesion,33,magnetic resonance imaging
1157,34,tumor,36,kidney
1158,38,tumor,37,computed tomography
1159,48,tumor,47,imaging
1160,48,tumor,49,main vessel
1161,48,tumor,50,inferior mesenteric artery
1162,48,tumor,51,superior mesenteric artery
1163,5,stones,4,biliary duct
1164,56,tumor,54,positron emission tomography
1165,56,tumor,55,computed tomography
1166,59,metastatic tumors,57,positron emission tomography
1167,63,metastasis,64,mesocolic LN
1168,66,dissemination,64,mesocolic LN
1169,66,dissemination,65,HCC
1170,7,BCLC,8,early stage A.
1171,71,disseminative nodules,74,surgery
1172,72,lymphadenopathy,74,surgery
1173,73,ascites,74,surgery
1174,75,tumor,76,mesocolon
1175,75,tumor,77,descending colon
1176,78,partial resection,79,descending colon
1177,78,partial resection,80,mesocolon
1178,81,Serum levels,83,decreased
1179,82,tumor marker,83,decreased
1180,88,enlarged,89,LN
1181,9,liver function,10,well preserved
1182,93,AFP,92,positive
1183,95,CK-20,94,negative
1184,10,symptoms,9,operation
1185,13,thalidomide,12,low dose
1186,18,epistaxis,17,severe
1187,20,bevacizumab,19,topical
1188,22,tranexamic acid,21,oral
1189,24,iron,23,intravenous
1190,27,hemoglobin,26,baseline
1191,27,hemoglobin,28,75
1192,30,epistaxis,31,severe
1193,33,telangiectasia,34,fingers
1194,33,telangiectasia,35,face
1195,33,telangiectasia,36,lips
1196,33,telangiectasia,37,palate
1197,39,telangiectasia,38,endoscopic examination
1198,39,telangiectasia,40,nasal septum
1199,41,crusting,42,nasal cavity
1200,44,epistaxis,45,medical therapy
1201,44,epistaxis,46,septodermoplasty
1202,55,adrenaline,54,topical
1203,55,adrenaline,56,0.736111111
1204,58,decongestion,57,nostrils
1205,61,septum,59,zero degree endoscope
1206,62,dissected,60,mucosa
1207,62,dissected,61,septum
1208,62,dissected,63,supraperichondrial plane
1209,65,hemorrhage,64,significant
1210,68,gelatin-thrombin matrix,67,topical
1211,75,harvested,73,skin
1212,75,harvested,76,thigh
1213,76,thigh,77,15 blade
1214,79,graft was placed,80,mucosa
1215,79,graft was placed,81,nasal floor
1216,85,fibrin,83,2
1217,85,fibrin,84,mL
1218,93,hemoglobin,94,improved
1219,93,hemoglobin,95,102
1220,93,hemoglobin,96,g/L
1221,99,hemoglobin,100,greater than 100
1222,99,hemoglobin,101,g/L.
1223,12,metastasis,11,lymph node
1224,2,dull ache,1,flank
1225,23,fibrotic stroma,21,Histologic examination
1226,23,fibrotic stroma,22,minimal
1227,31,neuroendocrine (carcinoid) tumor,29,pathologic examination
1228,37,proliferation index,38,less than 2
1229,37,proliferation index,39,%
1230,45,computed tomography,46,abdomen
1231,48,cyst mass,45,computed tomography
1232,48,cyst mass,49,liver
1233,5,mass,3,abdominal computed tomography
1234,5,mass,4,renal
1235,5,mass,6,kidney
1236,50,high density shadow,51,gallbladder
1237,52,enlarged,53,lymph nodes
1238,52,enlarged,54,abdominal cavity
1239,56,hepatic cyst,55,Cholecystectomy
1240,56,hepatic cyst,57,laparoscopy surgery
1241,62,immunohistochemistry,61,Advanced
1242,63,lesion,65,synaptophysin
1243,66,CD56,64,positive
1244,66,CD56,67,negative
1245,73,tumor,72,liver
1246,75,carcinoid tumor,76,kidney
1247,78,metastasis,77,liver
1248,1,pain,2,abdomen
1249,12,Ultrasonographic examination,13,abdomen
1250,12,Ultrasonographic examination,14,pelvis
1251,15,dilatation,12,Ultrasonographic examination
1252,15,dilatation,16,intrahepatic biliary radicles
1253,19,dilated,20,common bile duct
1254,19,dilated,21,CBD
1255,26,dilatation,24,CT scan
1256,26,dilatation,25,moderate
1257,26,dilatation,27,extra and intrahepatic biliary radicles
1258,28,cholelithiasis,24,CT scan
1259,29,thickening,30,gall bladder wall
1260,29,thickening,31,fundus
1261,33,stricture,32,CBD
1262,35,periampullary carcinoma,38,pancreaticoduodenectomy
1263,37,cholecystitis,36,chronic
1264,37,cholecystitis,38,pancreaticoduodenectomy
1265,42,gall stones,41,resected
1266,42,gall stones,43,gall bladder
1267,44,mucosal thickening,45,fundus
1268,46,irregular circumferential growth,47,intrapancreatic portion
1269,46,irregular circumferential growth,48,CBD
1270,58,adenocarcinoma,59,mucosa
1271,62,adenocarcinoma,63,common bile duct
1272,7,globular mass,8,hypochondrium
1273,103,antinuclear antibody,107,negative
1274,104,ANA,107,negative
1275,105,antiextractable nuclear antigen,107,negative
1276,106,anti-ENA,107,negative
1277,109,examination,108,Bone marrow
1278,110,hypocellular marrow,109,examination
1279,111,myeloid component,109,examination
1280,112,hematologic neoplasms,109,examination
1281,118,febuxostat,117,stopping
1282,118,febuxostat,119,for 17 days
1283,121,WBC,122,2100
1284,121,WBC,123,/μL
1285,124,neutrophil,125,66
1286,124,neutrophil,126,%
1287,129,WBC and differential count,130,normal
1288,13,white blood cell count,15,700
1289,13,white blood cell count,16,/μL
1290,14,WBC,15,700
1291,14,WBC,16,/μL
1292,19,neutrophils,17,2
1293,19,neutrophils,18,%
1294,22,lymphocytes,20,94
1295,22,lymphocytes,21,%
1296,25,monocytes,23,2
1297,25,monocytes,24,%
1298,26,hemoglobin,27,11.1
1299,26,hemoglobin,28,g/dL
1300,29,platelet count,30,"1,31,000"
1301,29,platelet count,31,/μL
1302,3,ESRD,4,hemodialysis
1303,34,pharyngitis,33,acute
1304,36,piperacillin,37,2
1305,36,piperacillin,38,g
1306,36,piperacillin,40,0.25
1307,36,piperacillin,41,gm
1308,36,piperacillin,42,q8h
1309,39,tazobactam,40,0.25
1310,39,tazobactam,41,gm
1311,39,tazobactam,42,q8h
1312,43,infection,36,piperacillin
1313,43,infection,39,tazobactam
1314,45,medication,44,oral
1315,46,glipizide,44,oral
1316,46,glipizide,47,5
1317,46,glipizide,48,mg
1318,46,glipizide,49,tid
1319,50,saxagliptin,51,2.5
1320,50,saxagliptin,52,mg
1321,50,saxagliptin,53,qd
1322,54,fenofibrate,55,600
1323,54,fenofibrate,56,mg
1324,54,fenofibrate,57,qd
1325,58,aluminum hydroxide,59,324
1326,58,aluminum hydroxide,60,mg
1327,58,aluminum hydroxide,61,tid
1328,62,folic acid,63,5
1329,62,folic acid,64,mg
1330,62,folic acid,65,qd
1331,66,calcium carbonate,67,1000
1332,66,calcium carbonate,68,mg
1333,66,calcium carbonate,69,tid
1334,70,febuxostat,71,40
1335,70,febuxostat,72,mg
1336,70,febuxostat,73,qd
1337,74,epoetin-beta,75,2000
1338,74,epoetin-beta,76,iu
1339,74,epoetin-beta,77,tiw
1340,80,Febuxostat,81,2½ months
1341,83,allopurinol,84,50
1342,83,allopurinol,85,mg
1343,83,allopurinol,86,qd
1344,89,WBC,90,6000
1345,89,WBC,91,/μL
1346,92,serum uric acid level,93,9.8
1347,92,serum uric acid level,94,mg/dL
1348,95,Febuxostat,96,discontinued
1349,17,fistula,16,TE
1350,20,hydronephrosis,19,moderate
1351,24,malformations,22,cardiac
1352,24,malformations,23,limb
1353,26,anomalies,25,major organ
1354,29,hypermobile,30,Ehlers
1355,29,hypermobile,31,Danlos
1356,33,fragile,34,skin
1357,35,scarring,34,skin
1358,38,biopsy,37,Skin
1359,55,weakness,54,muscle
